"bbref_id","season","age","team","league","position","games_played","minutes_played","PER","TS_perc","three_point_rate","FTr","ORB_perc","DRB_perc","TRB_perc","AST_perc","STL_perc","BLK_perc","TOV_perc","USG_perc","OWS","DWS","WS","WS_per_48","OBPM","DBPM","BPM","VORP","team_flag"
"anthoca01","2005",20,"DEN","NBA","SF",75,2608,16.7,0.526,0.128,0.466,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,2.3,2.6,4.9,0.09,0.1,-1.3,-1.2,0.5,TRUE
"anthoca01","2006",21,"DEN","NBA","SF",80,2941,22,0.563,0.097,0.451,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32,6.8,2.6,9.4,0.153,3,-1.6,1.5,2.6,TRUE
"anthoca01","2007",22,"DEN","NBA","SF",65,2486,22.1,0.552,0.103,0.391,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,5.2,2.1,7.3,0.14,3.1,-1.1,2,2.5,TRUE
"anthoca01","2008",23,"DEN","NBA","SF",77,2806,21.1,0.568,0.111,0.398,7,14.9,11,16.1,1.7,1,12.7,30.2,5.2,3,8.2,0.14,2.2,-0.6,1.6,2.6,TRUE
"anthoca01","2009",24,"DEN","NBA","SF",66,2277,19,0.532,0.141,0.388,5.6,17,11.5,18.1,1.7,0.8,12.3,31.5,2.4,2.6,5,0.105,0.8,-0.5,0.3,1.3,TRUE
"anthoca01","2010",25,"DEN","NBA","SF",69,2634,22.2,0.548,0.125,0.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,5.6,2.4,7.9,0.145,2.7,-1.3,1.4,2.3,TRUE
"anthoca01","2011",26,"TOT","NBA","SF",77,2751,21.7,0.557,0.167,0.403,5,18.3,11.8,14.7,1.2,1.3,10.4,32,5.4,2.5,7.9,0.138,1.8,-1.3,0.5,1.8,TRUE
"anthoca01","2011",26,"DEN","NBA","SF",50,1774,21.2,0.547,0.13,0.431,5.2,19.3,12.4,14.3,1.2,1.3,11,32.5,2.8,1.9,4.7,0.127,0.9,-0.8,0.2,1,FALSE
"anthoca01","2011",26,"NYK","NBA","SF",27,977,22.8,0.575,0.233,0.351,4.8,16.5,10.6,15.3,1.3,1.1,9.4,31,2.6,0.6,3.2,0.157,3.5,-2.3,1.2,0.8,FALSE
"anthoca01","2012",27,"NYK","NBA","SF",55,1876,21.1,0.525,0.198,0.358,5.4,15.9,10.6,21,1.7,1,10.8,31.8,3.7,2.6,6.2,0.16,2.9,0,2.9,2.3,TRUE
"anthoca01","2013",28,"NYK","NBA","PF",67,2482,24.8,0.56,0.278,0.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,7.5,2,9.5,0.184,4.7,-2.3,2.4,2.8,TRUE
"anthoca01","2014",29,"NYK","NBA","PF",77,2982,24.4,0.561,0.253,0.329,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,8.1,2.5,10.7,0.172,4.6,-1,3.6,4.2,TRUE
"anthoca01","2015",30,"NYK","NBA","SF",40,1428,21.5,0.531,0.222,0.294,5.7,16,10.7,18,1.5,1,8.9,32.2,2.2,0.6,2.9,0.097,3.5,-2.2,1.4,1.2,TRUE
"anthoca01","2016",31,"NYK","NBA","SF",72,2530,20.3,0.53,0.237,0.308,4.3,19.5,12,21.9,1.3,1.1,10.6,29.7,3.9,2.5,6.4,0.121,2.8,-0.2,2.6,2.9,TRUE
"anthoca01","2017",32,"NYK","NBA","SF",74,2538,17.9,0.535,0.303,0.263,2.6,16,9.3,14.5,1.2,1.1,9,29.1,3.2,1.5,4.7,0.089,1.5,-2.2,-0.7,0.8,TRUE
"anthoca01","2018",33,"OKC","NBA","PF",78,2501,12.7,0.503,0.406,0.165,2.9,17.7,10,6.5,0.9,1.8,7.3,23.2,1.2,2.5,3.7,0.071,-1.9,-1.9,-3.8,-1.1,TRUE
"anthoca01","2019",34,"HOU","NBA","PF",10,294,10.9,0.513,0.529,0.182,3.3,17.3,10.2,2.6,0.7,2,5.8,20.5,0.1,0.2,0.3,0.048,-3.1,-2.8,-5.9,-0.3,TRUE
"anthojo01","2008",25,"MIA","NBA","PF",24,498,8.8,0.521,0,0.817,9,13.4,11.2,0.9,1,5,17.2,9.4,0.1,0.4,0.6,0.054,-4.8,1.4,-3.4,-0.2,TRUE
"anthojo01","2009",26,"MIA","NBA","C",65,1048,9.3,0.521,0,0.39,10.1,12.4,11.2,3.7,1,7.2,22.9,8,0.4,1.4,1.7,0.079,-4,4.1,0.2,0.6,TRUE
"anthojo01","2010",27,"MIA","NBA","C",80,1322,10.2,0.546,0,0.579,11,11.1,11.1,1.3,0.8,6.7,18.4,8.7,1,2,3.1,0.111,-3.1,3.5,0.4,0.8,TRUE
"anthojo01","2011",28,"MIA","NBA","C",75,1463,7.3,0.583,0,0.737,9,12.4,10.8,2.2,0.4,5,21.5,5.3,1.2,2.1,3.3,0.107,-2.2,3.1,0.9,1.1,TRUE
"anthojo01","2012",29,"MIA","NBA","C",64,1349,10.3,0.598,0,0.467,9.2,12.8,11.1,1,1.4,5.1,19.7,7.8,1.2,2.2,3.4,0.122,-2.1,2.8,0.7,0.9,TRUE
"anthojo01","2013",30,"MIA","NBA","C",62,566,10.4,0.542,0,0.412,10.4,14.4,12.5,3.1,1.2,6.1,21.5,8.6,0.4,0.8,1.2,0.1,-3,2.7,-0.3,0.2,TRUE
"anthojo01","2014",31,"TOT","NBA","C",33,186,8.1,0.394,0,0.25,9.1,14.6,11.8,1.6,0.8,5.2,7.8,9.3,0,0.2,0.2,0.044,-5.7,1,-4.7,-0.1,TRUE
"anthojo01","2014",31,"MIA","NBA","C",12,37,8,0.436,0,0.333,7.1,16.4,11.9,0,0,9.4,12.7,10.2,0,0,0,0.049,-7.3,0.8,-6.6,0,FALSE
"anthojo01","2014",31,"BOS","NBA","C",21,149,8.1,0.384,0,0.231,9.6,14.1,11.8,1.9,1,4.1,6.5,9.1,0,0.1,0.1,0.043,-5.3,1.1,-4.2,-0.1,FALSE
"anthojo01","2015",32,"DET","NBA","C",49,406,14.7,0.607,0,0.355,8.2,17,12.4,1.8,1.5,9.5,14.3,9.1,0.5,0.7,1.2,0.142,-3.4,4.8,1.4,0.3,TRUE
"anthojo01","2016",33,"DET","NBA","C",19,96,14.1,0.666,0,0.8,8.8,15.4,11.9,1.4,1.1,9.5,12.9,7,0.2,0.2,0.4,0.177,-2.8,5,2.2,0.1,TRUE
"anthojo01","2017",34,"SAS","NBA","C",19,122,11.6,0.64,0,0.5,7.6,20.9,14.4,3.4,0.8,4,17,8.7,0.1,0.2,0.4,0.141,-3.1,2.5,-0.6,0,TRUE
"anticpe01","2014",31,"ATL","NBA","C",50,925,11.7,0.545,0.582,0.224,7.2,18.9,13.1,9.8,1,1,14.5,18.6,0.5,0.9,1.4,0.075,-0.5,-0.9,-1.4,0.1,TRUE
"anticpe01","2015",32,"ATL","NBA","C",63,1037,9.5,0.508,0.584,0.416,6.6,14,10.4,6.9,0.9,1.1,12.3,17.6,0.5,1,1.5,0.07,-1.3,-1.4,-2.7,-0.2,TRUE
"anunoog01","2018",20,"TOR","NBA","SF",74,1481,10,0.587,0.569,0.179,3.4,10.4,7,5,1.7,0.8,10.8,12.4,1.4,1.6,3,0.098,0.2,0.4,0.6,1,TRUE
"anunoog01","2019",21,"TOR","NBA","SF",67,1352,9.8,0.544,0.5,0.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,0.3,1.7,2,0.07,-1.3,0.1,-1.2,0.3,TRUE
"applike01","2016",23,"ORL","NBA","PG",5,27,-4.8,0.338,0.375,0.25,0,4.2,2.1,5,1.9,0,25.3,19.5,-0.1,0,-0.1,-0.199,-10.3,-2.7,-13,-0.1,TRUE
"araujra01","2005",24,"TOR","NBA","C",59,736,7.1,0.492,0.017,0.314,8.9,19.7,14.2,3.4,1.5,0.8,20.7,15.6,-0.4,0.7,0.3,0.016,-5.2,-0.7,-5.9,-0.7,TRUE
"araujra01","2006",25,"TOR","NBA","C",52,601,4.5,0.385,0.007,0.193,8.4,21.5,14.6,3.7,2.1,0.8,21.1,15.3,-1.2,0.4,-0.8,-0.066,-6.9,-0.6,-7.5,-0.8,TRUE
"araujra01","2007",26,"UTA","NBA","C",28,248,8.3,0.463,0,0.446,10.8,21.5,16.2,6.1,1.3,0.7,17.9,17.1,-0.1,0.3,0.1,0.027,-4.5,-0.7,-5.2,-0.2,TRUE
"arcidry01","2018",23,"CHI","NBA","PG",24,304,7.3,0.55,0.756,0.146,0.3,8.8,4.4,15.5,2.1,0,23,8.1,0.1,0.2,0.3,0.04,-3.3,-0.7,-4.1,-0.2,TRUE
"arcidry01","2019",24,"CHI","NBA","PG",81,1961,11.6,0.588,0.519,0.244,1.5,10.8,6.1,18.9,1.6,0.2,12,11.7,2.8,0.9,3.7,0.09,-0.1,-1,-1,0.5,TRUE
"arenagi01","2002",20,"GSW","NBA","PG",47,1155,17,0.562,0.294,0.417,3.7,8.7,6.1,24.8,3,0.6,17.6,20.1,2.1,0.7,2.7,0.114,2.3,-1.1,1.2,0.9,TRUE
"arenagi01","2003",21,"GSW","NBA","PG",82,2866,18.6,0.54,0.265,0.397,3.6,10.6,7.2,30,2.2,0.4,17.3,24.9,5.8,0.7,6.5,0.109,3.9,-1.6,2.2,3.1,TRUE
"arenagi01","2004",22,"WAS","NBA","PG",55,2066,16,0.512,0.364,0.347,2.9,11.1,6.9,25.5,2.6,0.4,17.7,27.4,1.1,1.5,2.6,0.061,2.1,-1.1,1.1,1.6,TRUE
"arenagi01","2005",23,"WAS","NBA","PG",80,3274,21.3,0.565,0.369,0.42,2.8,10.5,6.5,22.9,2.2,0.5,11.8,27.3,9.2,2.3,11.5,0.169,5.5,-1.5,4,4.9,TRUE
"arenagi01","2006",24,"WAS","NBA","PG",80,3384,23.8,0.581,0.324,0.479,2,7.8,4.8,27,2.5,0.6,12.8,30.5,11,2.6,13.6,0.193,6.9,-1.4,5.5,6.4,TRUE
"arenagi01","2007",25,"WAS","NBA","PG",74,2942,24,0.565,0.377,0.464,2.3,11.1,6.6,27.2,2.4,0.3,11.2,31.4,9.3,1.5,10.8,0.177,7,-2,5,5.2,TRUE
"arenagi01","2008",26,"WAS","NBA","PG",13,425,18.2,0.529,0.398,0.49,1.6,12.8,7,27.4,2.9,0.2,17.1,31.1,0.2,0.4,0.6,0.07,2.3,-1.6,0.7,0.3,TRUE
"arenagi01","2009",27,"WAS","NBA","PG",2,63,18.9,0.433,0.304,0.696,1.8,15.3,8.4,47.8,0,1.3,3.2,22.4,0.2,0,0.2,0.115,2.5,-4.1,-1.7,0,TRUE
"arenagi01","2010",28,"WAS","NBA","PG",32,1169,18.7,0.511,0.294,0.336,1.6,11.6,6.5,36.3,1.8,0.6,14.2,31.9,0.9,0.9,1.8,0.072,3.8,-1.3,2.5,1.3,TRUE
"arenagi01","2011",29,"TOT","NBA","PG",70,1796,10.8,0.471,0.446,0.208,1.4,10.7,6.1,25.3,2.1,0.9,18.1,24.7,-1.6,2.2,0.5,0.014,-1.2,-0.2,-1.5,0.2,TRUE
"arenagi01","2011",29,"WAS","NBA","PG",21,726,14,0.505,0.439,0.203,0.9,10.4,5.5,27.5,2.1,1.3,16.5,26.2,0,0.4,0.4,0.025,1.2,-1.7,-0.6,0.3,FALSE
"arenagi01","2011",29,"ORL","NBA","PG",49,1070,8.6,0.444,0.45,0.213,1.8,11,6.5,23.8,2.2,0.7,19.3,23.7,-1.6,1.7,0.2,0.007,-2.8,0.8,-2.1,0,FALSE
"arenagi01","2012",30,"MEM","NBA","PG",17,211,9.9,0.526,0.609,0.156,1.1,9,5,13.4,2.8,0.4,14.9,17.3,0.1,0.3,0.4,0.088,-0.2,-0.7,-0.9,0.1,TRUE
"arizatr01","2005",19,"NYK","NBA","SF",80,1382,13.3,0.503,0.033,0.447,7.5,13.1,10.3,9.8,2.7,1,13.6,17.8,0.8,1.3,2.1,0.073,-1.6,0.7,-1,0.4,TRUE
"arizatr01","2006",20,"TOT","NBA","SF",57,999,11.8,0.468,0.022,0.562,9.6,17.1,13.3,9.8,3,0.9,18,15.8,-0.1,1,0.9,0.043,-2.1,1.5,-0.6,0.3,TRUE
"arizatr01","2006",20,"NYK","NBA","SF",36,709,10.2,0.459,0.021,0.527,8.3,15.3,11.7,10.4,3.2,1,20.4,14.4,-0.4,0.6,0.3,0.02,-2.3,2,-0.3,0.3,FALSE
"arizatr01","2006",20,"ORL","NBA","SF",21,290,15.8,0.485,0.025,0.625,12.7,21.5,17.3,8.3,2.6,0.5,13.6,19.3,0.2,0.4,0.6,0.101,-1.6,0.2,-1.4,0,FALSE
"arizatr01","2007",21,"ORL","NBA","SG",57,1278,16.2,0.567,0.019,0.461,9.7,14.2,12,8.9,2.5,1.2,15.8,19.2,1.5,1.9,3.4,0.128,0.2,1.2,1.5,1.1,TRUE
"arizatr01","2008",22,"TOT","NBA","SF",35,546,16.1,0.568,0.132,0.551,6.4,15.4,11.1,11.8,2.9,1.5,12,15.6,0.9,0.9,1.8,0.157,0,1.8,1.8,0.5,TRUE
"arizatr01","2008",22,"ORL","NBA","SF",11,115,12.7,0.479,0.097,0.484,5.2,18.3,12,10.7,2.2,1.9,11.7,17,0,0.2,0.2,0.085,-3.4,1.9,-1.5,0,FALSE
"arizatr01","2008",22,"LAL","NBA","SF",24,431,17.1,0.594,0.143,0.571,6.7,14.6,10.8,12,3,1.3,12,15.3,0.9,0.7,1.6,0.176,0.9,1.8,2.7,0.5,FALSE
"arizatr01","2009",23,"LAL","NBA","SF",82,1999,15.5,0.544,0.32,0.284,6.4,13.5,10,10.4,3.5,0.9,11.5,16.6,2.5,3.5,6.1,0.146,1,2.1,3.1,2.6,TRUE
"arizatr01","2010",24,"HOU","NBA","SF",72,2629,13.3,0.488,0.407,0.228,3.3,14.7,8.8,16.7,2.4,1.1,12.8,21.2,0.1,3.1,3.2,0.058,0,1.3,1.3,2.2,TRUE
"arizatr01","2011",25,"NOH","NBA","SF",75,2600,11.3,0.487,0.356,0.259,2.8,16.4,9.5,10,2.5,1,12.2,17.7,-0.4,3.8,3.4,0.062,-1.2,2.3,1.1,2,TRUE
"arizatr01","2012",26,"NOH","NBA","SF",41,1350,14.2,0.496,0.216,0.253,3.7,15.1,9.5,16.8,2.8,1.5,14.5,18.4,0.5,1.7,2.2,0.078,-0.4,2.2,1.8,1.3,TRUE
"arizatr01","2013",27,"WAS","NBA","SF",56,1471,14,0.538,0.463,0.211,3.3,16.9,10,12.7,2.5,1.1,14.6,17.9,0.7,2.4,3.1,0.102,-0.4,1.9,1.5,1.3,TRUE
"arizatr01","2014",28,"WAS","NBA","SF",77,2723,15.8,0.59,0.518,0.226,4.1,16.3,10.1,10.8,2.4,0.6,12.3,17.8,4.3,3.7,8,0.141,2.3,1.1,3.4,3.6,TRUE
"arizatr01","2015",29,"HOU","NBA","SF",82,2930,12.7,0.539,0.61,0.157,2.9,14.4,8.6,11.1,2.6,0.5,12.7,16.5,2.7,3.9,6.6,0.108,0.6,1.3,1.9,2.9,TRUE
"arizatr01","2016",30,"HOU","NBA","SF",81,2859,12.9,0.551,0.581,0.187,2.6,11.6,7.1,10,2.8,0.8,10.8,15.7,3.1,2.3,5.4,0.09,1.2,0.3,1.5,2.5,TRUE
"arizatr01","2017",31,"HOU","NBA","SF",80,2773,12.4,0.548,0.695,0.158,2.1,15.9,9,8.8,2.5,0.6,7.9,14.1,2.8,3.2,6,0.104,0.7,1,1.7,2.6,TRUE
"arizatr01","2018",32,"HOU","NBA","SF",67,2269,11.8,0.567,0.71,0.137,1.7,12.9,7.3,6.8,2.1,0.5,7,14.4,2.6,2.8,5.3,0.113,0.8,0.7,1.5,2,TRUE
"arizatr01","2019",33,"TOT","NBA","SF",69,2349,12,0.534,0.59,0.223,2.3,15.2,8.6,14.8,1.8,0.7,11.6,16.6,1.3,1.2,2.5,0.052,-0.1,-0.4,-0.5,0.9,TRUE
"arizatr01","2019",33,"PHO","NBA","SF",26,884,10.5,0.525,0.612,0.189,2,16.4,9.1,13.5,2.1,0.8,13.7,13.8,0.2,0.5,0.6,0.035,-1.2,0.2,-1,0.2,FALSE
"arizatr01","2019",33,"WAS","NBA","SF",43,1465,13,0.538,0.58,0.238,2.5,14.5,8.4,15.5,1.7,0.7,10.6,18.2,1.1,0.8,1.9,0.062,0.6,-0.8,-0.2,0.7,FALSE
"armstda01","1995",26,"ORL","NBA","PG",3,8,40.2,0.563,0.75,0.25,14.8,0,7.2,76.1,6.3,0,10.1,53,0.1,0,0.1,0.492,31.7,3.1,34.8,0.1,TRUE
"armstda01","1996",27,"ORL","NBA","PG",13,41,32.4,0.622,0.375,0.125,0,5.6,2.8,29.3,7.7,0,15.1,43.8,0,0.1,0.1,0.158,8,-1.4,6.6,0.1,TRUE
"armstda01","1997",28,"ORL","NBA","PG",67,1010,14.7,0.525,0.525,0.307,4,4.9,4.4,29.7,3.3,0.7,20.2,22.4,0.7,1.1,1.8,0.085,0.9,-1.7,-0.7,0.3,TRUE
"armstda01","1998",29,"ORL","NBA","PG",48,1236,15.7,0.509,0.179,0.324,6.1,9.2,7.6,33.4,2.6,0.3,20.5,20.2,1.2,1.3,2.5,0.096,1.1,0,1.1,1,TRUE
"armstda01","1999",30,"ORL","NBA","PG",50,1502,22.2,0.575,0.362,0.341,4,10,7,40.8,3.9,0.2,20.8,22.9,3.8,2.7,6.4,0.205,5.1,0.8,5.9,3,TRUE
"armstda01","1900",31,"ORL","NBA","PG",82,2590,19.5,0.542,0.36,0.221,2.7,8.6,5.7,31.4,3.2,0.2,16.8,23.9,4.6,3.4,8,0.149,4.3,0,4.4,4.2,TRUE
"armstda01","2001",32,"ORL","NBA","PG",75,2767,18.6,0.535,0.402,0.249,3.7,10.2,6.9,31.3,2.5,0.3,15.2,21,5.8,2.9,8.7,0.151,4,-0.5,3.5,3.8,TRUE
"armstda01","2002",33,"ORL","NBA","PG",82,2730,16.7,0.553,0.481,0.248,3.4,9.7,6.5,25.5,3,0.3,16,17.9,5,2.6,7.6,0.134,3,0,3,3.4,TRUE
"armstda01","2003",34,"ORL","NBA","PG",82,2350,14.6,0.53,0.361,0.292,4.3,10.2,7.2,21.7,3,0.4,18.1,16.9,2.7,2.2,4.9,0.1,0.8,0.3,1.2,1.9,TRUE
"armstda01","2004",35,"NOH","NBA","PG",79,2247,15.6,0.525,0.583,0.196,3.1,8.5,5.7,24.3,3.2,0.5,16.2,19.4,2.8,2.5,5.3,0.114,2.3,-0.3,1.9,2.2,TRUE
"armstda01","2005",36,"TOT","NBA","PG",66,988,11,0.43,0.401,0.245,4,9.3,6.7,27.9,2.4,0.6,17.9,17.3,-0.2,1,0.8,0.039,-1.2,-0.4,-1.6,0.1,TRUE
"armstda01","2005",36,"NOH","NBA","PG",14,412,11.1,0.422,0.44,0.132,4.4,9.6,6.9,28.5,2,0.4,14.3,22.1,-0.3,0.3,0,-0.002,-0.5,-1.3,-1.8,0,FALSE
"armstda01","2005",36,"DAL","NBA","PG",52,576,10.9,0.44,0.347,0.398,3.8,9.1,6.5,27.5,2.7,0.8,21.9,13.8,0.1,0.7,0.8,0.069,-1.6,0.2,-1.5,0.1,FALSE
"armstda01","2006",37,"DAL","NBA","PG",62,622,7.3,0.444,0.375,0.328,3.6,12,7.8,20.6,2.4,0.4,28.4,15.4,-0.7,0.7,0,0.003,-3.1,0.2,-2.9,-0.1,TRUE
"armstda01","2007",38,"IND","NBA","PG",81,1275,15.1,0.547,0.568,0.247,3,9.3,6.1,24.8,2.9,0.4,15.4,17.4,1.7,1.5,3.2,0.121,1.7,-0.6,1.1,1,TRUE
"armstda01","2008",39,"NJN","NBA","PG",50,549,8.7,0.499,0.627,0.273,3.6,10.6,7.1,20.5,2.7,0.3,25,13.7,-0.2,0.5,0.3,0.024,-2.6,-0.4,-3,-0.1,TRUE
"armsthi01","2007",22,"NOK","NBA","C",56,634,12.2,0.57,0,0.536,10.3,17,13.6,2.5,1,3.3,18.5,13.6,0.5,0.7,1.2,0.091,-3.1,0.5,-2.6,-0.1,TRUE
"armsthi01","2008",23,"NOH","NBA","C",65,732,7.7,0.498,0,0.473,10.1,16,13,4.4,1.1,3.6,24.8,15.1,-0.5,1,0.5,0.032,-5.1,1.8,-3.3,-0.2,TRUE
"armsthi01","2009",24,"NOH","NBA","C",70,1092,10.7,0.585,0.008,0.398,9,12.6,10.8,4.4,1.3,3.5,21.7,16.3,0.2,1.3,1.5,0.068,-3.4,1.1,-2.3,-0.1,TRUE
"armsthi01","2010",25,"TOT","NBA","PF-C",33,335,6.9,0.381,0.013,0.405,9.2,19.2,14.1,8.8,2.3,2.7,19.1,15.5,-0.5,0.4,-0.1,-0.017,-6.1,2,-4,-0.2,TRUE
"armsthi01","2010",25,"NOH","NBA","PF",18,239,7.5,0.409,0,0.56,8.2,22,15,9.3,1.7,2.5,17.3,14.4,-0.2,0.3,0.1,0.01,-5.5,1.9,-3.7,-0.1,FALSE
"armsthi01","2010",25,"SAC","NBA","C",6,56,8.4,0.388,0,0.167,10.1,18.6,14.3,5,1.8,5.2,23.7,13.3,-0.1,0.1,0,-0.012,-6.8,2.7,-4.2,0,FALSE
"armsthi01","2010",25,"HOU","NBA","C",9,40,1.1,0.28,0.059,0.118,13.8,3,8.6,11.5,6.4,0,21.9,25.3,-0.2,0.1,-0.2,-0.185,-8.2,2.1,-6.1,0,FALSE
"armsthi01","2011",26,"TOT","NBA","C",53,488,8.8,0.508,0.053,0.434,9.5,21.6,15.4,4.2,1.9,3.3,23.6,10.9,-0.1,0.6,0.5,0.045,-4.7,1.5,-3.1,-0.1,TRUE
"armsthi01","2011",26,"WAS","NBA","C",41,412,8.6,0.519,0.047,0.359,10.4,21.5,15.8,3.5,1.9,3,25.2,10.6,-0.1,0.4,0.4,0.043,-4.5,1.2,-3.4,-0.1,FALSE
"armsthi01","2011",26,"ATL","NBA","C",12,76,10.1,0.457,0.083,0.833,4.8,22,13.5,7.8,2.1,5,15.5,12.1,-0.1,0.1,0.1,0.054,-5.5,3.5,-2,0,FALSE
"armsthi01","2014",29,"GSW","NBA","C",15,97,17,0.48,0,0.842,21.8,31,26.5,7.1,2.1,3.1,18.7,14.5,0.1,0.2,0.3,0.162,-2.5,3.1,0.6,0.1,TRUE
"arroyca01","2002",22,"TOT","NBA","PG",37,371,12.4,0.467,0.018,0.162,3.5,9,6.2,31.2,1.6,0.2,16.2,17.2,0.2,0.1,0.4,0.047,-2.3,-2.4,-4.8,-0.3,TRUE
"arroyca01","2002",22,"TOR","NBA","PG",17,96,11.9,0.474,0,0.207,3.5,11.1,7.2,36.3,3.4,0,27.5,20.7,-0.1,0.1,0,0.018,-4,-0.8,-4.7,-0.1,FALSE
"arroyca01","2002",22,"DEN","NBA","PG",20,275,12.6,0.464,0.024,0.146,3.6,8.3,5.8,29.5,1,0.3,11.2,16,0.3,0,0.3,0.057,-1.8,-3,-4.8,-0.2,FALSE
"arroyca01","2003",23,"UTA","NBA","PG",44,287,14.1,0.51,0.064,0.202,4.8,6.1,5.5,33.1,2.2,0.3,20.2,23.8,0.1,0.2,0.3,0.057,-0.9,-2.8,-3.7,-0.1,TRUE
"arroyca01","2004",24,"UTA","NBA","PG",71,2008,16.8,0.517,0.152,0.293,2.5,9,5.7,34.6,1.7,0.2,15.2,23.7,3.5,1.2,4.7,0.112,2.2,-2.5,-0.3,0.9,TRUE
"arroyca01","2005",25,"TOT","NBA","PG",70,1448,11.3,0.466,0.07,0.347,2.1,6.5,4.3,32.3,1.7,0.2,17.8,19.3,0.3,1,1.3,0.043,-2.3,-2.5,-4.8,-1,TRUE
"arroyca01","2005",25,"UTA","NBA","PG",30,742,11.8,0.474,0.078,0.272,1.8,6,3.8,34.7,1.5,0.3,17.5,19.5,0.3,0.1,0.4,0.027,-1.5,-3.7,-5.1,-0.6,FALSE
"arroyca01","2005",25,"DET","NBA","PG",40,706,10.7,0.458,0.061,0.437,2.5,7.1,4.8,29.7,1.9,0.1,18.1,19.1,0,0.9,0.9,0.06,-3.1,-1.4,-4.5,-0.4,FALSE
"arroyca01","2006",26,"TOT","NBA","PG-SG",77,1194,15.6,0.512,0.053,0.362,3.3,9.8,6.6,31.6,1.7,0.2,15.9,20.7,1.6,1.1,2.7,0.107,-0.6,-1.7,-2.3,-0.1,TRUE
"arroyca01","2006",26,"DET","NBA","PG",50,600,12.5,0.433,0.038,0.369,4.7,9.2,6.9,39.3,1.8,0.4,19.8,18,0.3,0.7,1,0.079,-2.6,-1.4,-4,-0.3,FALSE
"arroyca01","2006",26,"ORL","NBA","SG",27,594,18.8,0.569,0.063,0.357,1.9,10.3,6.2,23.8,1.7,0.1,12.9,23.4,1.3,0.4,1.7,0.135,1.3,-2,-0.6,0.2,FALSE
"arroyca01","2007",27,"ORL","NBA","PG",72,1304,14.4,0.501,0.107,0.347,3,9.5,6.3,27.1,1.6,0.1,14,22.8,1.2,1.3,2.5,0.094,-0.4,-1.6,-2,0,TRUE
"arroyca01","2008",28,"ORL","NBA","PG",62,1269,12.8,0.547,0.241,0.293,0.9,9,5.1,26.6,1.1,0.1,16.4,17,1.7,1.1,2.8,0.107,-0.8,-1.4,-2.2,-0.1,TRUE
"arroyca01","2010",30,"MIA","NBA","PG",72,1585,12.3,0.529,0.067,0.24,1.9,7.7,4.8,22.2,1.2,0.3,11.5,13.9,2.2,1.5,3.7,0.113,-1.2,-0.8,-2,0,TRUE
"arroyca01","2011",31,"TOT","NBA","PG",64,1185,9,0.528,0.253,0.172,2.2,7.9,5.2,15.8,0.9,0.1,17,14,0.5,1.1,1.7,0.068,-2.1,-1,-3.1,-0.3,TRUE
"arroyca01","2011",31,"MIA","NBA","PG",49,995,9.5,0.541,0.269,0.147,1.6,7.5,4.8,15.3,0.7,0.1,14.5,13.9,0.8,0.9,1.6,0.078,-1.5,-1.5,-3,-0.2,FALSE
"arroyca01","2011",31,"BOS","NBA","PG",15,190,6.7,0.447,0.143,0.343,4.8,9.8,7.4,18.6,2,0,29.7,14.5,-0.2,0.3,0.1,0.016,-5.1,1.3,-3.8,-0.1,FALSE
"artesro01","1900",20,"CHI","NBA","SF",72,2238,13.4,0.491,0.252,0.368,3.2,13.1,8.1,17.7,2.9,1.3,15.8,21.4,-0.3,2.6,2.3,0.05,-1.1,0.8,-0.3,1,TRUE
"artesro01","2001",21,"CHI","NBA","SF",76,2363,13.6,0.483,0.182,0.344,2.9,12.3,7.4,17.6,3.5,1.4,14.5,21.6,-0.1,2,1.9,0.039,-1.1,0.3,-0.7,0.7,TRUE
"artesro01","2002",22,"TOT","NBA","SF",55,1642,15.8,0.501,0.267,0.321,5.1,13.8,9.5,14.1,4.5,1.7,14,23.5,0,2.7,2.7,0.079,0.6,2.3,2.9,2,TRUE
"artesro01","2002",22,"CHI","NBA","SF",27,823,18.4,0.516,0.259,0.368,5.5,13.3,9.3,17.8,4.8,2.1,14.5,26.7,0.2,1.2,1.4,0.083,1.9,2,3.9,1.2,FALSE
"artesro01","2002",22,"IND","NBA","SF",28,819,13.2,0.481,0.277,0.263,4.7,14.4,9.6,10.3,4.2,1.4,13.4,20.3,-0.2,1.4,1.3,0.075,-0.7,2.5,1.8,0.8,FALSE
"artesro01","2003",23,"IND","NBA","SF",69,2317,17.6,0.529,0.249,0.439,5,12.4,8.8,14.9,3.6,1.6,12.6,22.5,3.2,4.1,7.2,0.15,2,2.3,4.3,3.7,TRUE
"artesro01","2004",24,"IND","NBA","SF",73,2714,18.2,0.511,0.218,0.395,4.3,12.5,8.4,19.2,3.1,1.4,13.4,26.2,2.8,5.2,8,0.141,1.9,2.3,4.2,4.2,TRUE
